product_id,title,SKU,regular_price,price,stock_quantity,created_at,updated_at,managing_stock,vendor,permalink,categories,image,brand,variant,tags
,Rush 2in1 shorts,MS285-SHT-BK-L,,21.5,17,2017-6-26,,true,"QINGDAO HEADWEAR CHINA CO., LTD",,Shorts,,,"Color = Black/White,Size= L",
,Rush 2in1 shorts,MS285-SHT-BK-XL,,21.5,7,2017-6-26,,true,"QINGDAO HEADWEAR CHINA CO., LTD",,Shorts,,,"Color = Black/White,Size= XL",
,Rush 2in1 shorts,MS285-SHT-BK-XL,,21.5,3,2017-6-26,,true,"QINGDAO HEADWEAR CHINA CO., LTD",,Shorts,,,"Color = Black/White,Size= 2XL",
,Killing It tank top,MS135-TAK-BK-S,,8.63,15,2017-6-28,,true,"QINGDAO HEADWEAR CHINA CO., LTD",,Tank,,,"Color = Black,Size= S",
,Killing It tank top,MS135-TAK-BK-M,,8.63,22,2017-6-28,,true,"QINGDAO HEADWEAR CHINA CO., LTD",,Tank,,,"Color = Black,Size= M",
,Killing It tank top,MS135-TAK-BK-L,,8.63,18,2017-6-28,,true,"QINGDAO HEADWEAR CHINA CO., LTD",,Tank,,,"Color = Black,Size= L",
,Overtime tank,MS286-SHT-BK-6,,11.8,13,2017-9-01,,true,"QINGDAO HEADWEAR CHINA CO., LTD",,Tank Top,,,"Color = Burgundy Red,Size= S",
,Overtime tank,MS286-SHT-BK-L,,11.8,20,2017-9-01,,true,"QINGDAO HEADWEAR CHINA CO., LTD",,Tank Top,,,"Color = Burgundy Red,Size= M",
,Overtime tank,MS286-SHT-BK-XL,,11.8,20,2017-9-01,,true,"QINGDAO HEADWEAR CHINA CO., LTD",,Tank Top,,,"Color = Burgundy Red,Size= L",
,Overtime tank,MS286-SHT-BK-XL,,11.8,12,2017-9-01,,true,"QINGDAO HEADWEAR CHINA CO., LTD",,Tank Top,,,"Color = Burgundy Red,Size= XL",
,Overtime tank,MS286-SHT-BK-S,,11.8,3,2017-9-01,,true,"QINGDAO HEADWEAR CHINA CO., LTD",,Tank Top,,,"Color = Burgundy Red,Size= XXL",
,,,,,,,,,,,,,,,
